Cust_No,avg_order_size,avg_order_freq,crossbuy,multichannel,per_sale,tenure,return_rate,married,own_home,household_size,loyalty_card,income,age,avg_mktg_cnt,zip_code
1844,29.38833333,3.529411765,6,2,0.119047619,21,0.056144729,1,1,6,1,35,63,16.80952381,19002
1845,24.97586207,0.935483871,4,3,0.235294118,40,0.09388375,1,0,2,1,75,29,5.175,22302
1846,40.86666667,0.625,4,1,0.25,40,0.08319739,1,1,1,1,175,59,2.25,22205
1847,19.75,0.2,1,1,0,8,0,1,1,1,0,35,73,1.375,19010
1848,24.95,0.052631579,1,1,1,40,0,1,1,1,0,35,21,0.05,19027
1849,16.5,0.1,2,1,0,16,0.606060606,0,0,1,1,90,37,1.8125,21042
1850,55.55555556,0.310344828,3,1,0.25,40,0.398,1,0,5,1,150,21,6.1,21403
1851,33,0.357142857,2,1,0,2,0,0,1,8,0,150,21,24.5,24060
1852,16.75,0.2,1,1,0,5,1,0,1,1,1,120,57,6.6,19152
1853,39.92894737,6.333333333,3,2,0.023255814,8,0.032513895,0,0,4,0,35,96,32,21117
1854,79,0.25,1,1,1,31,0,0,1,1,0,35,21,0.774193548,19067
1855,30.50694444,18,4,2,0,2,0.216662873,0,1,6,0,40,65,11.5,8055
1856,37.56333333,0.714285714,2,2,0.1,27,0.060342533,1,0,1,1,130,77,1.814814815,22306
1857,25.25,0.333333333,2,1,0,9,0,0,0,6,0,115,21,4,8723
1858,29.75,0.142857143,2,1,0,11,0,0,1,8,1,70,50,3.636363636,20740
1859,24.95,0.125,1,1,1,40,0,1,0,3,0,110,46,1.275,21029
1860,35.75,0.333333333,2,1,0.5,25,0,1,0,1,0,145,76,1.48,8056
1861,59,0.5,1,1,0,2,0,1,0,1,1,140,29,3,23185
1862,28.41785714,1.4,2,2,0.272727273,30,0.074148548,1,0,1,1,35,65,0.966666667,22151
1863,28.22222222,0.782608696,4,2,0,14,0.342519685,1,1,1,1,35,44,7.285714286,8873
1864,69,0.076923077,1,1,0,4,0,0,0,1,1,85,21,12.75,21784
1865,42.6,1.15,4,2,0.2,8,0.061236987,1,1,1,1,35,21,26,8226
1866,36.625,0.142857143,3,1,0,25,0,1,1,3,1,60,81,4.52,22601
1867,14,0.15,1,1,0,15,1,0,1,8,1,35,21,2.666666667,21158
1868,21.08333333,0.375,1,2,0,5,0.233201581,1,1,3,1,35,82,11,8043
1869,33.71891892,1.541666667,4,1,0.09375,20,0.028013787,0,1,1,1,35,28,15.1,21401
1870,49.5,0.2,1,1,0,7,0,0,0,3,1,45,21,9.571428571,8012
1871,37.50862069,2.071428571,5,3,0.190476191,23,0.150769938,1,0,5,1,90,69,2.043478261,22201
1872,52.66666667,0.166666667,1,1,0,15,0.373417722,1,0,1,0,35,21,0.533333333,21029
1873,40.70483871,1.291666667,5,1,0.258064516,29,0,1,1,1,1,45,64,1.931034483,22039
1874,60.33333333,1.153846154,3,2,0,14,0.309392265,1,0,4,1,35,67,9.285714286,21784
1875,18,0.041666667,1,1,0,13,0,0,1,8,0,35,21,1.307692308,19046
1876,19.5,0.5,1,1,0,3,0,0,1,4,1,120,52,5.333333333,19115
1877,25,0.0625,1,1,1,40,0,1,0,1,0,165,21,0.75,22193
1878,27.88333333,0.827586207,4,2,0,8,0.086670652,0,1,1,0,35,22,7.625,22003
1879,35.34772727,12,6,3,0.037383178,5,0.014788144,0,1,2,0,60,21,65.6,22046
1880,31.89189189,1.48,4,1,0.037037037,11,0.258050848,0,1,5,1,35,91,26.45454545,21204
1881,28.2,0.238095238,3,2,0,21,0,1,0,2,1,35,21,2.714285714,21218
1882,49.90757576,1.571428571,6,2,0,6,0.276571845,0,0,1,1,100,37,36,24060
1883,44.25,4,2,1,0,2,0,0,1,1,1,130,53,0.5,8234
1884,48.75,1,2,2,0,5,0,1,0,2,1,35,38,9.8,19154
1885,56.16666667,2,2,2,0,2,0,1,0,2,1,135,21,9.5,22193
1886,19.29833333,1.428571429,3,2,0.166666667,40,0.24095345,1,1,1,0,45,57,5.175,8088
1887,57.5,0.933333333,3,2,0,11,0.248447205,0,0,2,1,100,21,6.454545455,8035
1888,37,0.7,2,1,0,8,0,0,0,1,1,35,21,9,20115
1889,28.0625,0.888888889,2,1,0.2,40,0,1,1,3,1,110,49,3.95,21146
1890,13.56,1,1,2,0.8,23,0,1,0,4,1,100,22,1.260869565,19147
1891,15.21764706,2.428571429,4,2,0.071428571,3,0.077309625,1,1,1,1,90,21,3.666666667,20874
1892,66.621875,0.941176471,4,2,0.214285714,33,0,0,1,4,1,35,40,5.727272727,20187
1893,39,0.5,1,1,0,3,0,0,0,3,1,105,32,2.666666667,22192
1894,27.80487805,1.952380952,2,1,0.08,24,0.162280702,1,1,1,0,105,53,10.83333333,8540
1895,37.81153846,3.25,4,2,0.12195122,15,0.23309938,0,0,7,1,85,36,22.53333333,20850
1896,17.18181818,2.315789474,5,2,0.269230769,36,0.350529101,1,0,1,0,95,87,8.722222222,22153
1897,45,0.1,1,1,0,8,0,0,0,1,0,85,87,3,19038
1898,34.39615385,1.695652174,4,1,0.037037037,30,0.300793917,0,0,1,1,45,93,10.23333333,8816
1899,40.14745763,1.966666667,5,2,0.604166667,40,0.058681978,1,0,3,0,35,29,8.925,21061
1900,28.83333333,0.5,2,1,0,4,0,0,1,5,1,50,21,24.75,22911
1901,11.59090909,0.578947368,1,2,0,4,0,0,1,4,1,35,38,14,22032
1902,20.57,0.625,2,2,0.4,12,0,1,1,8,1,105,21,1.916666667,19038
1903,30.31818182,0.47826087,3,2,0,11,0.088455772,0,1,6,1,50,65,4,8004
1904,25.32777778,1.8,3,1,0.2,10,0,1,1,6,0,35,39,4,21701
1905,44.61,1,4,2,0.25,37,0.250168124,1,0,1,1,145,21,6.054054054,8054
1906,37.38662791,4.777777778,6,1,0.111111111,15,0.033869839,0,1,1,1,35,49,30.4,8540
1907,23.70972222,7.578947368,5,2,0.117647059,34,0.525686837,1,1,1,0,60,41,11.73529412,22205
1908,29.5,0.166666667,1,1,0,5,0,0,1,1,0,115,74,3,22407
1909,36.06818182,0.647058824,4,2,0.454545455,40,0,1,0,1,0,35,30,1.925,19038
1910,36.84615385,0.590909091,4,2,0,20,0.060542798,0,1,1,1,40,70,4.45,20176
1911,41.65,0.25,1,1,0.333333333,5,0,1,1,3,1,85,71,28,20854
1912,18,1,1,1,0,1,0,1,1,2,0,60,62,7,20155
1913,28.3784264,13.13333333,5,2,0.222222222,40,0.376170502,1,1,1,1,130,21,10.725,19087
1914,55.83333333,3,2,2,0,1,0,0,1,1,1,100,21,5,22304
1915,34.66666667,0.352941177,2,1,0.166666667,16,0,0,1,1,0,35,62,3.4375,20141
1916,14.18181818,1.833333333,4,3,0,4,0,0,1,4,1,85,76,6.5,8053
1917,27.87211539,2.736842105,2,2,0.121212121,31,0.367751061,1,0,1,0,175,42,8.096774194,8757
1918,8.25,1.066666667,2,2,0,9,1.227272727,0,1,4,1,35,21,4.555555556,8755
1919,39.26470588,1,4,1,0.076923077,22,0.346067416,0,0,3,1,150,30,8.045454545,7726
1920,27.40909091,0.916666667,2,2,0,12,0.145936982,0,1,8,1,45,60,5.5,20003
1921,23.6,0.25,2,1,0,15,0.13559322,1,1,1,1,135,75,2.866666667,8108
1922,25.14583333,0.6,3,2,0.666666667,40,0.042750621,1,0,1,0,145,21,6.325,22150
1923,32.84,1.25,3,1,0.052631579,16,0.300852619,0,1,1,1,90,89,8.4375,20912
1924,24.83333333,0.428571429,2,2,0.333333333,12,0,0,1,6,1,155,50,1.5,21204
1925,40.38,2.5,3,2,0,3,0,1,0,1,0,125,36,1.666666667,18901
1926,47.125,0.363636364,2,1,0,3,0,0,1,2,1,100,75,62.33333333,8527
1927,219,0.2,1,1,0,5,0,0,0,7,0,35,21,8.4,20015
1928,99.9,0.5,1,1,0,3,0,0,1,3,0,105,54,4.666666667,22204
1929,33.99444444,4.5,5,3,0.333333333,7,0,0,1,1,1,65,21,6,8109
1930,36.44509804,2.318181818,5,3,0.146341463,29,0.019368376,1,1,2,1,135,27,14.27586207,20816
1931,59.5,0.0625,1,1,0,16,0,1,1,5,1,60,25,2.4375,20148
1932,32,0.1,1,1,0,7,0,0,1,7,1,120,55,7,8031
1933,36.5,0.166666667,1,1,0,3,0,1,0,3,1,75,38,5.666666667,20147
1934,28.14444444,1.8,2,2,0.444444444,10,0,1,1,7,0,35,74,4.7,22407
1935,26,0.142857143,1,1,0,6,0,1,1,1,1,35,21,3,8759
1936,18.225,1,1,1,0.5,9,0,0,0,1,1,75,55,1.111111111,19067
1937,32.49545455,1,2,3,0,9,0.272066023,0,0,7,1,40,21,16.66666667,21286
1938,39.5,0.066666667,1,1,0,2,0,0,1,1,1,35,54,9,21212
1939,25.79264706,2.615384615,4,2,0.041666667,7,0,1,1,1,1,35,21,33.71428571,23229
1940,29.80636364,5.789473684,6,2,0.188405797,38,0.40851862,1,1,1,0,125,48,10.36842105,22042
1941,59.5,0.333333333,2,1,0,4,0.25,0,0,3,0,100,68,15,20015
1942,57.66666667,0.103448276,2,1,0,29,0,1,0,1,1,35,46,1.379310345,21012
1943,17.11612903,1.291666667,5,2,0,2,0.079155673,0,0,5,0,110,57,77,8088
1944,67.625,0.9,1,1,0.1875,12,0.048469912,0,0,1,1,100,21,20.58333333,22030
1945,24.31282051,2.6,6,2,0.111111111,7,0.090698165,0,0,1,0,80,33,36.28571429,8021
1946,24.25689655,1.611111111,4,3,0.095238095,15,0.031274433,0,0,1,0,110,65,12.93333333,8322
1947,51,0.117647059,2,1,0,10,0,1,1,1,1,130,33,10.8,20152
1948,12.434375,1.6,1,2,0,8,0.72379995,0,1,8,0,55,73,1.875,8088
1949,54.6875,0.571428571,2,1,0,11,0.628571429,0,0,1,1,70,21,8.909090909,21136
1950,39,0.083333333,1,1,0,9,0,0,0,1,0,125,24,2.666666667,19038
1951,36.79032258,1.823529412,2,1,0.066666667,13,0.196405086,1,0,3,1,50,31,10.69230769,21015
1952,22,0.142857143,1,1,0,7,0,0,1,1,0,140,25,3,8520
1953,27.6125,0.8,1,2,0,4,0.50701675,0,1,4,1,35,65,4.75,21157
1954,31,0.176470588,1,1,0,1,0,1,0,2,1,90,21,69,20165
1955,59.125,0.615384615,3,2,0,12,0.420718816,1,1,1,1,100,38,6.25,8742
1956,22.25,0.235294118,1,1,0,14,0,0,1,1,1,50,21,0.285714286,20770
1957,37.75,0.210526316,2,1,0,8,0,0,0,1,0,35,47,6.125,8554
1958,34,0.428571429,2,2,0,3,0,0,0,2,1,40,50,9.333333333,20705
1959,77.8,1.25,2,2,0,3,0,1,0,3,0,35,74,16.66666667,21030
1960,37.34444444,2.045454546,3,1,0.024390244,5,0.135078846,0,1,4,1,100,21,39.6,20124
1961,31.99097222,3.272727273,3,1,0.104166667,24,0.348622658,1,0,2,1,50,62,11.95833333,21093
1962,24.975,0.142857143,1,1,0,5,1,1,1,1,1,35,21,8,22601
1963,37.625,0.4,1,2,0,5,0,0,0,1,1,100,21,14,21228
1964,45.425,0.5,1,1,0.5,15,0.847550908,0,0,3,1,160,44,7.933333333,19103
1965,32.91595745,2.764705882,5,2,0.111111111,26,0.129278304,1,0,4,1,60,44,5.923076923,22102
1966,66,0.25,3,1,0,7,0.224747475,0,0,5,0,115,21,15.71428571,8724
1967,29.875,1.7,3,1,0,14,0.188038395,0,1,6,1,35,44,16.78571429,22407
1968,27,0.041666667,1,1,0,4,0,0,1,4,1,120,72,9.75,19446
1969,35.34411765,4.857142857,4,3,0.35,19,0.134392943,1,0,1,1,110,21,3.578947368,20016
1970,41.875,0.2,2,2,0,3,0,0,1,4,1,40,41,39.33333333,23229
1971,49.94114286,1.296296296,6,2,0.074074074,32,0.074945364,1,0,2,0,100,56,7.125,19046
1972,32.32291667,1.333333333,6,1,0,9,0.103126007,1,1,1,1,35,46,26.66666667,8302
1973,28.35333333,0.909090909,5,2,0.045454546,11,0.183987773,0,1,5,1,35,83,22.81818182,21204
1974,27.71428571,0.583333333,2,2,0,11,0,0,1,2,1,130,21,6.363636364,8873
1975,34.5,0.125,1,1,0,4,0,1,1,1,0,95,69,31.5,18966
1976,16.6,0.111111111,2,2,0.5,40,0,1,0,1,0,95,67,0.85,20165
1977,13.3,2.5,2,1,0,2,0,0,1,8,1,120,78,7,18940
1978,36.38269231,6.5,2,1,0.047619048,4,0.137427983,0,0,1,1,50,21,21,21046
1979,14.75,0.117647059,1,1,0,13,0,1,1,1,0,65,56,3.923076923,21227
1980,152,0.5,2,2,0,2,0,1,0,2,0,35,68,23.5,22039
1981,54.375,0.727272727,4,1,0,1,0.501149425,0,0,1,1,165,81,74,20005
1982,39.33333333,0.321428571,2,1,0,12,0.111581921,1,1,5,1,70,21,4.833333333,22310
1983,29.01233184,12.38888889,7,3,0.201388889,40,0.351304146,1,1,1,1,35,87,10.2,22303
1984,24.43928571,1.473684211,3,1,0.153846154,24,0.055458132,1,0,1,1,65,34,7.416666667,21403
1985,42.22786885,3.05,4,3,0.019607843,5,0.019022478,0,1,1,0,35,21,46.8,21054
1986,69,0.1,1,1,1,40,0,0,0,4,1,35,46,0.725,19135
1987,21.05,1,2,1,0,2,0.516627078,0,1,2,0,60,51,51.5,21114
1988,34.52272727,0.523809524,1,3,0.555555556,40,0,1,1,1,1,95,57,1.825,22205
1989,50.9375,0.571428571,2,2,0,10,0,0,0,6,1,110,50,10.9,8318
1990,6.5,0.125,1,1,0,15,0,1,1,8,1,35,51,3.266666667,18940
1991,17.43478261,1.277777778,2,2,0,3,0,0,1,4,1,35,43,32.66666667,20874
1992,129,0.2,1,1,0,5,0,1,1,2,1,35,24,5.2,22314
1993,32,0.05,1,1,0,18,0,1,0,4,0,175,21,1.888888889,8016
1994,39.5,0.166666667,1,1,0,5,0,0,0,2,1,35,21,3,21212
1995,66.66666667,0.2,3,1,0.333333333,40,0,0,0,1,0,35,21,3.775,19119
1996,52,0.111111111,1,1,0,8,0,0,0,6,0,40,66,6.25,20853
1997,14,0.4,1,1,0,2,1,1,1,1,1,155,21,14.5,20191
1998,18.67948718,2.166666667,2,3,0.037037037,8,0.358270419,0,1,1,1,85,21,19.625,7728
1999,29.05,0.527777778,4,2,0.1,40,0.269861401,1,0,1,1,170,72,5.9,20850
2000,43.44814815,1.227272727,2,1,0.375,40,0.050677692,1,1,5,0,135,56,5.975,21060
